Date/Time,Outside tempertaure,WEST ZONE:Zone Operative Temperature [C](Hourly),EAST ZONE:Zone Operative Temperature [C](Hourly),WEST ZONE:Zone Lights Total Heating Rate [W](Hourly),EAST ZONE:Zone Lights Total Heating Rate [W](Hourly),West Zone:total power (Electric Machine (such as CPU) genearated power-air system cooling),East Zone:total power (genearated power-air system cooling),WESTDATACENTER_EQUIP:ITE Total Heat Gain to Zone Rate [W](Hourly),EAST ZONE:Zone ITE Total Heat Gain to Zone Rate [W](Hourly),WEST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),EAST ZONE:Zone Air System Sensible Cooling Rate [W](Hourly),WEST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly),EAST PLENUM:Zone Air System Sensible Cooling Rate [W](Hourly)
 08/12  15:00:00,22.2,24.55703701,23.35656598,255.6,255.6,-3355.85459,-6065.318588,58091.19625,58761.3317,57519.08443,59162.81223,3927.966407,5663.838054
 08/12  16:00:00,20.6,24.55172682,23.23589163,284,284,-3230.912369,-6098.417536,58590.09686,59575.41982,57996.33304,59867.56593,3824.676184,5806.271427
 08/12  17:00:00,18.9,24.52523225,23.05478112,284,284,-2852.149852,-5819.637761,58781.00397,59426.75308,57838.58733,59503.56498,3794.566493,5742.825861
 08/12  18:00:00,17.2,24.45225837,22.81463649,14.2,14.2,-2460.127806,-5371.144731,59264.69931,58904.2092,57962.72978,58700.93205,3762.097328,5574.421886
 08/12  19:00:00,16.1,23.74587042,22.6425582,14.2,14.2,-3898.00364,-3542.808596,49616.52837,48133.63336,49675.44974,47596.66097,3839.082265,4079.780984
 08/12  20:00:00,15.6,23.44629442,22.70384268,14.2,14.2,-2802.542332,-3472.59496,49250.13033,54289.44759,48608.48426,53268.85675,3444.188407,4493.185809
 08/12  21:00:00,15.6,23.56621416,22.68333536,14.2,14.2,-2203.26379,-3310.973486,50478.43845,51495.76021,49357.64841,50583.30015,3324.053831,4223.433551
 08/12  22:00:00,15,23.56899996,22.6318868,14.2,14.2,-1914.575395,-3484.304847,50357.30563,53478.7678,49051.75168,52474.29063,3220.129352,4488.782023
 08/12  23:00:00,15,23.6268422,22.57230223,14.2,14.2,-1653.110253,-3303.65401,51005.20362,52000.08152,49512.48739,51002.01399,3145.826483,4301.72154
 08/12  24:00:00,15,23.65901742,22.52116491,14.2,14.2,-1555.734474,-3211.737695,51057.85145,51963.64689,49523.25899,50864.8211,3090.326933,4310.563481
 08/13  01:00:00,15,23.05384882,22.45092645,14.2,14.2,-2687.640186,-1622.743991,36663.08825,36435.12101,36669.45174,35411.55977,2681.276694,2646.305226
 08/13  02:00:00,15,22.88926832,22.52067074,14.2,14.2,-1571.069771,-1651.881669,39409.46289,44285.6836,38656.11114,43043.16285,2324.421512,2894.40242
 08/13  03:00:00,15,22.95133835,22.5087795,14.2,14.2,-1221.792033,-1572.727919,39279.90965,40485.41075,38251.48178,39363.02924,2250.219905,2695.109427
 08/13  04:00:00,15,22.96587319,22.48966727,14.2,14.2,-932.1890931,-1687.567599,39642.30591,43055.77257,38404.58925,41768.81382,2169.905755,2974.526352
 08/13  05:00:00,15,23.00904719,22.45349375,14.2,14.2,-650.8528087,-1512.336846,39828.88506,41300.04568,38389.3051,40049.59282,2090.432762,2762.789706
 08/13  06:00:00,14.4,23.06055471,22.42393138,14.2,14.2,-525.054165,-1466.822666,40237.85084,41396.00602,38684.63984,40061.69962,2078.265158,2801.129066
 08/13  07:00:00,15.6,23.26426596,22.60315666,14.2,14.2,-2089.923156,-3306.964961,52702.28333,56176.42629,51058.31482,54699.38083,3733.891668,4784.010423
 08/13  08:00:00,16.7,22.96704219,22.48666986,14.2,14.2,-2654.791894,-3215.270086,45087.61913,47388.27633,44306.99833,46427.89822,3435.412695,4175.648197
 08/13  09:00:00,18.3,23.42686203,22.82131556,14.2,14.2,-3957.737149,-5546.508065,60838.19013,66101.11862,59715.86449,65315.4704,5080.062787,6332.156285
 08/13  10:00:00,19.4,23.48140179,22.99427039,255.6,255.6,-4586.699637,-5444.163931,52743.24487,54945.21898,52735.68216,54919.8332,4594.262347,5469.549704
 08/13  11:00:00,20.6,23.70841833,23.07032065,269.8,269.8,-3556.736705,-5415.896084,56728.49347,61323.20841,56024.72481,61040.56592,4260.505361,5698.538576
 08/13  12:00:00,21.1,23.96947814,23.19099536,284,284,-3555.277359,-5452.295942,56495.53201,58413.74844,55934.80369,58444.82749,4116.005687,5421.216893
 08/13  13:00:00,21.1,24.23295079,23.29936858,269.8,269.8,-3624.876276,-5838.577469,57294.48054,60265.1728,56847.08092,60380.36788,4072.275901,5723.382389
 08/13  14:00:00,21.1,24.36676895,23.30181695,227.2,227.2,-3407.089746,-5814.864911,57212.23553,58698.49105,56720.66775,58973.65825,3898.657528,5539.697709
 08/13  15:00:00,21.1,24.33585305,23.1210834,255.6,255.6,-3108.457415,-5623.417881,58057.58852,58764.95987,57281.44915,58824.35539,3884.596785,5564.022369
 08/13  16:00:00,20,24.36923653,23.00784358,284,284,-2874.32686,-5649.940998,58534.97927,59650.0288,57576.00156,59598.47454,3833.304568,5701.495256
 08/13  17:00:00,18.9,24.40528319,22.9132604,284,284,-2700.57797,-5533.01552,58788.57438,59561.60734,57686.82825,59421.42295,3802.324108,5673.199907
 08/13  18:00:00,17.8,24.33077448,22.72773239,14.2,14.2,-2368.178063,-5055.722037,59032.90632,59003.47026,57651.82411,58551.81418,3749.260279,5507.378115
 08/13  19:00:00,16.7,23.6587754,22.56549535,14.2,14.2,-3719.974364,-3310.003517,49402.80648,48123.08798,49352.38117,47432.18389,3770.399673,4000.907606
 08/13  20:00:00,16.1,23.37977113,22.6192009,14.2,14.2,-2655.008096,-3307.552334,49360.51541,54384.67986,48592.11545,53250.54842,3423.408058,4441.683775
 08/13  21:00:00,15.6,23.47745169,22.59143197,14.2,14.2,-2080.995883,-3068.594979,50453.36919,51521.18545,49227.19519,50409.23426,3307.169891,4180.546169
 08/13  22:00:00,15.6,23.49449785,22.57020703,14.2,14.2,-1809.806532,-3300.669555,50326.31443,53522.33724,48928.65754,52377.10096,3207.46342,4445.905831
 08/13  23:00:00,15,23.55280184,22.51202878,14.2,14.2,-1548.362245,-3110.878902,50937.23676,51981.82651,49352.16842,50842.6602,3133.430589,4250.045213
 08/13  24:00:00,14.4,23.56164646,22.43863235,14.2,14.2,-1396.838759,-2975.059033,51016.54036,52030.14888,49341.79455,50738.41283,3071.584569,4266.79509
 08/14  01:00:00,14.4,22.96008837,22.36053795,14.2,14.2,-2477.232144,-1353.828541,36606.32899,36505.54566,36440.05684,35248.18414,2643.504291,2611.19006
 08/14  02:00:00,13.9,22.74266308,22.37979986,14.2,14.2,-1298.285814,-1275.236982,39401.535,44274.21343,38422.86333,42719.77848,2276.95749,2829.671941
 08/14  03:00:00,13.3,22.81439997,22.37157906,14.2,14.2,-877.9691638,-1170.294128,39328.97351,40598.4502,38001.04075,39125.43181,2205.90192,2643.312524
 08/14  04:00:00,13.9,22.84890887,22.36819583,14.2,14.2,-632.2327614,-1332.603947,39683.60955,43091.72619,38184.03947,41507.60678,2131.802834,2916.723361
 08/14  05:00:00,13.3,22.90773151,22.34741333,14.2,14.2,-403.247518,-1215.184991,39846.44864,41375.51166,38191.66039,39868.46637,2058.035777,2722.230278
 08/14  06:00:00,13.9,22.99891084,22.35550762,14.2,14.2,-364.5317986,-1276.174385,40253.81699,41462.7045,38558.96378,39965.81725,2059.385008,2773.061635
 08/14  07:00:00,15,23.18559901,22.51734322,14.2,14.2,-1866.105126,-3044.020727,52709.75229,56187.98109,50901.02714,54506.8843,3674.830268,4725.117519
 08/14  08:00:00,15,22.86848337,22.38838119,14.2,14.2,-2331.639464,-2796.090987,45160.64531,47505.37961,44134.13457,46216.8208,3358.150205,4084.649796
 08/14  09:00:00,15.6,23.13591685,22.52931036,14.2,14.2,-3286.575958,-4745.483456,60918.53203,66273.78188,59206.99674,64804.34896,4998.111244,6214.916376
 08/14  10:00:00,15.6,23.03566119,22.50812146,255.6,255.6,-3707.855894,-4449.280286,52882.65303,55134.22987,52109.15114,54275.14335,4481.357791,5308.366801
 08/14  11:00:00,16.7,23.27816668,22.62333987,269.8,269.8,-2707.092322,-4411.997617,56857.71123,61595.39245,55413.2434,60485.4284,4151.560146,5521.961671
 08/14  12:00:00,18.3,23.61321797,22.79995131,284,284,-2962.439,-4770.88955,56575.41145,58530.28286,55493.69263,58028.25803,4044.157825,5272.914384
 08/14  13:00:00,18.3,23.78387433,22.83956733,269.8,269.8,-2993.74059,-5068.622106,57138.08208,60313.12653,56137.07245,59830.81407,3994.750225,5550.934573
 08/14  14:00:00,18.3,23.85637669,22.77220822,227.2,227.2,-2690.956889,-4944.994814,57175.58555,58823.91158,56034.6531,58415.43499,3831.889336,5353.471405
 08/14  15:00:00,18.3,24.0153456,22.78594279,255.6,255.6,-2574.009675,-4972.583689,57834.83081,58865.18959,56548.12931,58434.4628,3860.711173,5403.310477
 08/14  16:00:00,17.8,24.12024829,22.77343836,284,284,-2610.286664,-5197.564115,58308.32762,59746.51152,57098.86438,59360.46301,3819.749903,5583.612623
 08/14  17:00:00,17.2,24.11762635,22.66593833,284,284,-2416.636863,-5031.551578,58392.39885,59572.20425,57048.17504,59058.89153,3760.860671,5544.864292
 08/14  18:00:00,15.6,24.04709823,22.4933147,14.2,14.2,-1986.399558,-4443.069709,58671.77672,58949.36028,56936.98962,58032.49836,3721.186657,5359.93163
 08/14  19:00:00,14.4,23.42727969,22.36834453,14.2,14.2,-3276.322417,-2690.491335,49193.99242,48176.79768,48774.40872,46977.67132,3695.906114,3889.617691
 08/14  20:00:00,14.4,23.19679578,22.45494798,14.2,14.2,-2294.4457,-2745.399826,49376.13987,54579.57015,48310.2906,52987.01409,3360.294973,4337.955884
 08/14  21:00:00,14.4,23.3072396,22.43890093,14.2,14.2,-1791.699216,-2658.022698,50348.80822,51511.82405,48877.83392,50090.06868,3262.673515,4079.77806
 08/14  22:00:00,14.4,23.33857574,22.438353,14.2,14.2,-1545.652049,-2911.515506,50185.63219,53625.4601,48567.12096,52161.77532,3164.163275,4375.200286
 08/14  23:00:00,13.9,23.40279443,22.38635278,14.2,14.2,-1287.677724,-2745.933911,50875.92489,51991.35027,49065.59631,50568.63774,3098.006308,4168.64644
 08/14  24:00:00,13.9,23.44755915,22.35183369,14.2,14.2,-1207.821826,-2676.968961,50936.97326,52010.4553,49102.11774,50497.52186,3042.677351,4189.902403
 08/15  01:00:00,13.9,22.87808292,22.29117095,14.2,14.2,-2290.933132,-1134.966814,36519.55111,36579.41518,36219.12597,35142.77814,2591.358276,2571.603846
 08/15  02:00:00,13.9,22.69629807,22.33640201,14.2,14.2,-1191.630937,-1135.860502,39363.98581,44210.58209,38320.3202,42568.07644,2235.296546,2778.366151
 08/15  03:00:00,13.9,22.76700915,22.32509118,14.2,14.2,-781.6893882,-1057.871387,39326.86845,40639.92337,37929.82118,39080.74215,2178.736662,2617.052608
 08/15  04:00:00,13.3,22.80581844,22.32262589,14.2,14.2,-541.6409658,-1215.697126,39675.85835,43060.5878,38109.27658,41392.51805,2108.222729,2883.766871
 08/15  05:00:00,13.3,22.85460447,22.29547775,14.2,14.2,-293.5283144,-1063.098403,39845.8565,41409.69063,38102.81329,39779.39119,2036.571519,2693.397849
 08/15  06:00:00,13.3,22.91358373,22.27736214,14.2,14.2,-188.6145322,-1040.64566,40246.99568,41479.67213,38406.83797,39792.75632,2028.772237,2727.561463
 08/15  07:00:00,13.3,23.11003078,22.44673055,14.2,14.2,-1676.660424,-2793.236768,52699.36175,56199.38153,50723.76199,54320.67796,3652.260189,4671.940333
 08/15  08:00:00,13.9,22.7939369,22.32158027,14.2,14.2,-2192.240766,-2595.833995,45209.02328,47554.61405,44045.54542,46088.38603,3355.718625,4062.062009
 08/15  09:00:00,13.9,23.04039047,22.42044106,14.2,14.2,-2695.653785,-4227.763227,60915.92272,66325.14221,58787.99658,64464.04386,4823.579919,6088.861575
 08/15  10:00:00,14.4,22.89204043,22.31871113,14.2,14.2,-3066.007332,-3713.513798,53675.17251,55412.99741,52369.53743,54002.10564,4371.642415,5124.405563
 08/15  11:00:00,15.6,23.14692578,22.50259355,14.2,14.2,-2247.880671,-3755.068173,56833.94275,61744.4368,54999.91701,60094.96437,4081.906412,5404.540596
 08/15  12:00:00,16.7,23.33014759,22.52921873,14.2,14.2,-2234.043261,-3897.959827,56681.40149,58832.1982,54960.72993,57599.99212,3954.714824,5130.165903
 08/15  13:00:00,16.7,23.58316653,22.63729157,14.2,14.2,-2410.014619,-4382.248058,57277.41335,60593.61996,55787.18564,59550.17849,3900.242335,5425.689533
 08/15  14:00:00,17.8,23.69782994,22.61158735,14.2,14.2,-2209.383322,-4366.776474,57160.14471,59002.05378,55599.49519,58133.78448,3770.03284,5235.045772
 08/15  15:00:00,18.3,23.8972709,22.65721674,14.2,14.2,-2237.204278,-4521.755428,58029.1611,58991.66045,56442.16856,58212.09961,3824.19682,5301.316277
 08/15  16:00:00,17.2,23.88321147,22.53851089,14.2,14.2,-2131.463017,-4575.895852,58291.41246,59898.46667,56689.56909,59012.96854,3733.306387,5461.393982
 08/15  17:00:00,15.6,23.83964352,22.40414001,14.2,14.2,-1733.510863,-4174.305404,58316.59666,59687.50624,56366.53588,58483.7642,3683.571647,5378.047438
 08/15  18:00:00,15,23.90073803,22.3691959,14.2,14.2,-1572.949994,-3877.984118,58776.15572,59124.84861,56648.3612,57751.98096,3700.744516,5250.851767
 08/15  19:00:00,14.4,23.3207652,22.28361555,14.2,14.2,-3037.567079,-2416.75456,49228.35353,48473.58616,48615.06111,47029.98306,3650.859493,3860.357657
 08/15  20:00:00,13.9,23.07367468,22.35569716,14.2,14.2,-2036.130032,-2482.508068,49386.97153,54545.04575,48109.81658,52748.13308,3313.284991,4279.42074
 08/15  21:00:00,14.4,23.18867693,22.35810019,14.2,14.2,-1539.796911,-2431.157332,50323.59642,51577.37089,48644.43149,49964.47258,3218.961841,4044.055647
 08/15  22:00:00,13.9,23.20799604,22.34328252,14.2,14.2,-1269.748491,-2674.08035,50169.87844,53587.32118,48320.01098,51935.30747,3119.615954,4326.094057
 08/15  23:00:00,13.9,23.28705617,22.30923769,14.2,14.2,-1028.099352,-2536.847184,50856.56156,52052.28084,48824.58945,50448.13861,3060.071462,4140.989408
 08/15  24:00:00,13.9,23.33370375,22.28174278,14.2,14.2,-967.5182405,-2472.422746,50922.48985,52046.35824,48883.80949,50361.61133,3006.198596,4157.169652
 08/16  01:00:00,13.9,22.77991385,22.22886473,14.2,14.2,-2057.486045,-927.5062649,36480.33681,36556.5494,35987.54254,34942.54906,2550.28031,2541.506606
 08/16  02:00:00,13.9,22.59609732,22.27372496,14.2,14.2,-946.3729193,-936.2108102,39311.6859,44187.30926,38071.75243,42389.78092,2186.306386,2733.739145
 08/16  03:00:00,13.9,22.67952371,22.26983906,14.2,14.2,-564.556943,-890.022721,39346.54976,40685.89501,37766.92093,38983.14093,2144.185773,2592.776803
 08/16  04:00:00,13.3,22.7158542,22.26014314,14.2,14.2,-320.1351681,-1057.766159,39654.67957,43054.58169,37901.74539,41257.71877,2073.069353,2854.629082
 08/16  05:00:00,13.3,22.78149511,22.24215092,14.2,14.2,-102.3501097,-935.10005,39876.06999,41440.87698,37968.74459,39697.72718,2009.675508,2678.249847
 08/16  06:00:00,13.3,22.84692459,22.22966044,14.2,14.2,-35.02644064,-932.9352892,40247.26541,41497.13567,38280.00841,39718.39024,2002.283448,2711.680718
 08/16  07:00:00,13.9,23.02516205,22.38122807,14.2,14.2,-1443.558085,-2587.667392,52686.75168,56169.88298,50524.13843,54129.28669,3606.171329,4628.263678
 08/16  08:00:00,14.4,22.72260107,22.26872826,14.2,14.2,-1978.459321,-2399.30535,45282.68572,47645.56273,43943.32169,46016.40418,3317.823354,4028.463897
 08/16  09:00:00,15,23.03281886,22.43371707,14.2,14.2,-2644.548848,-4207.283995,60936.65299,66349.83587,58776.03791,64481.15369,4805.163934,6075.966176
 08/16  10:00:00,16.7,22.90030022,22.35263571,14.2,14.2,-3097.641271,-3833.488665,53456.0604,55382.85912,52212.43815,54079.84335,4341.26352,5136.504437
 08/16  11:00:00,16.7,23.14633852,22.51220467,14.2,14.2,-2219.98892,-3823.45081,56899.72904,61712.83066,55072.31239,60133.76145,4047.405574,5402.520016
 08/16  12:00:00,18.3,23.4160097,22.62756747,14.2,14.2,-2383.082512,-4118.887635,56681.67214,58819.31099,55118.43297,57784.82674,3946.321688,5153.371888
 08/16  13:00:00,17.8,23.6258673,22.68955418,14.2,14.2,-2523.374263,-4552.946097,57254.83318,60520.99926,55845.70631,59626.18181,3932.501136,5447.763554
 08/16  14:00:00,19.4,23.64872274,22.58335462,14.2,14.2,-2218.698889,-4354.377186,57211.07462,58980.97829,55668.16845,58096.6618,3761.605062,5238.693674
 08/16  15:00:00,17.8,23.78857961,22.57499037,14.2,14.2,-2024.618081,-4325.983222,57835.49068,58973.6085,56068.37093,58029.31114,3791.737837,5270.280579
 08/16  16:00:00,17.2,23.84977663,22.51925122,14.2,14.2,-1990.205134,-4457.626362,58346.30155,59915.89564,56588.63313,58930.89039,3747.873554,5442.631603
 08/16  17:00:00,16.1,23.8373735,22.42143419,14.2,14.2,-1761.629535,-4216.016911,58394.80712,59777.60643,56471.08844,58597.45593,3685.348213,5396.167415
 08/16  18:00:00,16.1,23.90468794,22.39383605,14.2,14.2,-1625.393564,-4006.47881,58655.31488,59150.46585,56584.98139,57882.09924,3695.727059,5274.845423
 08/16  19:00:00,15,23.3062724,22.28343694,14.2,14.2,-3012.237894,-2433.240554,49182.64057,48391.06552,48553.22157,46969.37508,3641.656898,3854.930988
 08/16  20:00:00,15,23.08707372,22.37709887,14.2,14.2,-2047.107021,-2510.305473,49408.9008,54595.34822,48139.6243,52823.37042,3316.383515,4282.283272
 08/16  21:00:00,15.6,23.2068758,22.38067694,14.2,14.2,-1566.100972,-2475.405317,50304.67907,51596.675,48653.59207,50021.56425,3217.18797,4050.516068
 08/16  22:00:00,15,23.23522642,22.36569129,14.2,14.2,-1323.599725,-2722.472289,50230.49026,53595.81875,48424.05032,51987.34196,3130.039666,4330.949085
 08/16  23:00:00,15,23.31373936,22.3343382,14.2,14.2,-1099.81817,-2594.882728,50799.87412,52034.73421,48837.06118,50486.09195,3062.631112,4143.524986
 08/16  24:00:00,15.6,23.37759802,22.31445999,14.2,14.2,-1052.04814,-2592.02734,50918.816,52066.5075,48947.75945,50477.93107,3023.104689,4180.603769
 08/17  01:00:00,15,22.81525454,22.25529727,14.2,14.2,-2159.207393,-1035.190231,36493.04587,36563.18049,36081.65538,35035.66309,2570.59789,2562.70763
 08/17  02:00:00,15,22.63322656,22.30331186,14.2,14.2,-1048.824892,-1036.450239,39296.05867,44160.16093,38142.06861,42445.85479,2202.814948,2750.75638
 08/17  03:00:00,15,22.70959185,22.29464377,14.2,14.2,-653.7359231,-969.8364881,39327.18356,40655.55626,37821.73658,39019.77881,2159.1829,2605.613945
 08/17  04:00:00,15,22.7687896,22.31024296,14.2,14.2,-451.5341221,-1182.636348,39633.52358,43032.82695,37993.94738,41341.7011,2091.11032,2873.762198
 08/17  05:00:00,15,22.8320218,22.29142548,14.2,14.2,-242.7819506,-1075.996721,39835.44322,41395.1214,38049.91537,39775.67003,2028.309809,2695.448094
 08/17  06:00:00,15,22.89256079,22.27042768,14.2,14.2,-159.7906921,-1072.04469,40223.30198,41463.86767,38362.93986,39804.09601,2020.152811,2731.816349
 08/17  07:00:00,15.6,23.08254673,22.43505774,14.2,14.2,-1611.146193,-2761.549488,52660.01772,56147.8076,50632.31042,54245.99975,3638.853488,4663.357341
 08/17  08:00:00,15.6,22.78254386,22.32536085,14.2,14.2,-2166.803603,-2602.918838,45211.08675,47574.81427,44026.92908,46114.60216,3350.96128,4063.130947
 08/17  09:00:00,16.1,23.07590111,22.48622258,14.2,14.2,-3070.692419,-4564.544627,60891.26017,66287.38151,59037.75213,64697.6309,4924.200463,6154.295235
 08/17  10:00:00,15.6,22.97281065,22.45264245,255.6,255.6,-3512.104275,-4255.950465,53027.82016,55242.82009,52097.57306,54233.19212,4442.351367,5265.578444
 08/17  11:00:00,16.7,23.26759561,22.62470947,269.8,269.8,-2671.628577,-4342.276903,56862.88243,61621.4286,55392.27651,60463.8582,4142.234498,5499.847304
 08/17  12:00:00,18.3,23.38434455,22.58966681,284,284,-2530.417016,-4248.496977,56439.75439,58534.60306,54992.58749,57604.29273,3977.583916,5178.807308
 08/17  13:00:00,19.4,23.72046723,22.78152453,269.8,269.8,-2841.408663,-4792.516698,57326.58339,60532.03818,56177.29684,59823.43364,3990.695212,5501.121238
 08/17  14:00:00,20,23.89197922,22.85326375,227.2,227.2,-2820.654719,-4907.445102,56875.25194,58755.13544,55871.00669,58360.68094,3824.899971,5301.899601
 08/17  15:00:00,20.6,24.00907555,22.80753377,255.6,255.6,-2631.885558,-4937.14508,57763.98666,58888.76895,56529.93431,58445.54821,3865.937903,5380.365813
 08/17  16:00:00,20,24.12263743,22.78861055,284,284,-2662.717026,-5183.241627,58221.51652,59828.77406,57062.82415,59436.94982,3821.409403,5575.065869
 08/17  17:00:00,19.4,24.16685441,22.71996501,284,284,-2532.021281,-5097.517745,58333.37328,59617.21795,57086.9319,59164.70428,3778.462662,5550.031421
 08/17  18:00:00,18.3,24.07323922,22.51390018,14.2,14.2,-2112.711345,-4515.738203,58632.69069,58950.74553,57017.98309,58105.64451,3727.418946,5360.839225
 08/17  19:00:00,16.7,23.4507837,22.36850954,14.2,14.2,-3334.058626,-2748.990751,49111.35259,48148.27947,48753.21751,47009.29805,3692.193705,3887.972173
 08/17  20:00:00,16.1,23.2116701,22.43087767,14.2,14.2,-2328.847047,-2740.713992,49415.48552,54532.06292,48373.63595,52933.72536,3370.696614,4339.051546
 08/17  21:00:00,15.6,23.32807275,22.42967967,14.2,14.2,-1794.663191,-2549.990823,50340.45086,51531.73672,48871.21714,50000.69173,3263.896911,4081.035815
 08/17  22:00:00,15.6,23.36171365,22.42037943,14.2,14.2,-1573.823684,-2848.420962,50278.63876,53592.14578,48676.56523,52089.05195,3175.897215,4351.514788
 08/17  23:00:00,15,23.41763104,22.36066543,14.2,14.2,-1317.368366,-2661.120264,50816.49442,52023.76031,49037.00398,50524.91584,3096.858814,4159.964728
 08/17  24:00:00,15,23.4668784,22.32928557,14.2,14.2,-1217.004115,-2604.879834,50938.62195,52089.44825,49100.76314,50499.37051,3054.862925,4194.957568
 08/18  01:00:00,14.4,22.86153786,22.23459446,14.2,14.2,-2253.205835,-961.7671472,36548.38864,36575.53268,36201.68925,34992.38203,2599.905223,2544.91779
 08/18  02:00:00,13.9,22.68615493,22.29239529,14.2,14.2,-1128.967213,-954.509528,39376.01106,44286.58491,38266.18784,42484.6471,2238.790434,2756.447333
